ALT	Caption	Comments Count	Dimensions Height	Dimensions Width	Display URL	Comment	Hashtags/1	Hashtags/2	Hashtags/3	Hashtags/4	ID	Input URL	Is Sponsored	Latest Comments Id	Latest Comments Owner ID	Latest Comments Owner Profile Pic Url	Latest Comments Owner Username	Music Info Artist Name	Music Info Audio ID	Owner Username	Owner ID	Product Type	Location ID	Location Name	Timestamp
	"Share it with THAT girl 
 .
 .
 .
 #haldirams #haldiramsnagpur #foodie #foodieforlife #foodiesg"	1	1333	750	https://instagram.fpit1-1.fna.fbcdn.net/v/t51.2885-15/489340888_18498143131015444_5655028218257192128_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fpit1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGNZqJheFtSxlIA--I6FN2CF5l8rtlHtia4bkk93Mnlm-VriThHBjREIs9lN5Ef-zk&_nc_ohc=duhNugYIX30Q7kNvwHvu5mz&_nc_gid=RdYWe2HrDLIoRumtGFjIiA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFnyT2F50_vSte6Y8x4pJ_qalqQMtBwNnx3bEzwdk-IMQ&oe=680BD593&_nc_sid=10d13b	namkeen testy	haldiramsnagpur	foodie	foodieforlife	foodiesg	3609092884821096998	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18024769457663536	49299212848	https://instagram.fpit1-1.fna.fbcdn.net/v/t51.2885-19/429331155_720107996587532_8841209748689106469_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fpit1-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGNZqJheFtSxlIA--I6FN2CF5l8rtlHtia4bkk93Mnlm-VriThHBjREIs9lN5Ef-zk&_nc_ohc=pYJPoNAxAT0Q7kNvwHzZGv-&_nc_gid=RdYWe2HrDLIoRumtGFjIiA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfG-2MoMlkV8RhhVJxSA4BsL142bHgCE_tMl-KH8M2WVlg&oe=680BBB8D&_nc_sid=10d13b	kamlesh_2385	haldirams_nagpur	9271110812997875	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-04-12T11:30:00.000Z
	"Preparing HARD for IPL 
 .
 .
 .
 #haldirams #haldiramsnagpur #ipl #iplmemes #cskvskkr"	0	1136	640	https://instagram.fgru9-1.fna.fbcdn.net/v/t51.2885-15/489303006_2123015998135476_9169878617930304563_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fgru9-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QESjOxe0blgW19bSeJVFQzyMYdaa5tRMuHEoWDAIhWwirv8NQh_GgB-TJlyKa3Y-iA&_nc_ohc=LCzsAmTM2gcQ7kNvwGj9nE_&_nc_gid=6C2_m9X9agq6TD8oKVtGBg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEmSHtDKEBxFt6hasYnM9Zb7zWE_nn3ipqZO3-oIt8fLA&oe=680BAF92&_nc_sid=10d13b		haldiramsnagpur	ipl	iplmemes	cskvskkr	3608429488165429234	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE					Priyanka Chopra, Farhan Akhtar	703734286660091	haldirams_nagpur	1460559443	clips			2025-04-11T13:35:02.000Z
	"Just a match... made in heaven - I & IPL.
 .
 .
 .
 #haldirams #haldiramsnagpur #IPL #IPL2025 #rcbvsmi"	1	1136	640	https://scontent-den2-1.cdninstagram.com/v/t51.2885-15/489948733_696096922849659_3558302826509020184_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEgufsSquiasY8yk0AMaEvTjmh8L_a3K1Xfndsrnqiol1ishcw4D5ZdgXhbV8806C8&_nc_ohc=tCkogD-uI_0Q7kNvwHonVnz&_nc_gid=_GFdsH6lwhkCNDKFgw7fGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGfgXTNNY_62wflOpuIziNwcvvDgDvdcwFtlfAMc3-4Dg&oe=680BDB80&_nc_sid=10d13b	my favorite namkeen Product	haldiramsnagpur	IPL	IPL2025	rcbvsmi	3605561380987660474	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18072189529851623	49299212848	https://scontent-den2-1.cdninstagram.com/v/t51.2885-19/429331155_720107996587532_8841209748689106469_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-den2-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEgufsSquiasY8yk0AMaEvTjmh8L_a3K1Xfndsrnqiol1ishcw4D5ZdgXhbV8806C8&_nc_ohc=pYJPoNAxAT0Q7kNvwFluIzo&_nc_gid=_GFdsH6lwhkCNDKFgw7fGw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfE8ChDe1T6SW_SGRXQH9VQjeukujiU9Hpqi-ILuMj3zew&oe=680BBB8D&_nc_sid=10d13b	kamlesh_2385	Daler Mehndi, Gurdeep Mehndi, Anand Milind, Sameer, White Noise Collectives	1503421313697026	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-04-07T14:35:05.000Z
Photo by Haldiram’s Nagpur on April 05, 2025. May be an illustration of text that says 'Haldiram's TASTEORTRADITION TASTE WAGPUR AGPURN OF TRADITION Tit-Bit matlab Sab Theek (บ 우시'.	"Tit-bit is tea ka better fit 
 .
 .
 .
 #haldirams #haldiramsnagpur #titbit #shaamkichai"	0	1350	1080	https://scontent-det1-1.cdninstagram.com/v/t51.2885-15/488915001_18496453903015444_7066939643046405752_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-det1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGRmZH1yXkogZ-W5TgOd9v4FFGBoDftQF9ZOI1j78I_Eu_GCC2qLCmEfrRjXY3cQADYi7R1C6D3YCiGnSvIXM--&_nc_ohc=mynnWojQC9EQ7kNvwFbmLOS&_nc_gid=4P5ZpKnmJD-J9BMv4jmdCw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfE_Shv_6vQddzkUxnUAoZiwxDT6x-UeD7-OvAVVptFE2A&oe=680BAA97&_nc_sid=10d13b		haldiramsnagpur	titbit	shaamkichai		3604077909240716819	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE							haldirams_nagpur	1460559443		109524955741121	India	2025-04-05T13:26:28.000Z
	"Berryyy delicious Strawberry Milk, #BadePyaarSeBanayaHai
 .
 .
 .
 .
 #haldirams #haldiramsnagpur #Summers #Summer2025"	4	1136	640	https://instagram.fagc3-2.fna.fbcdn.net/v/t51.2885-15/488576629_677168531633080_4556547727798970974_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fagc3-2.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFqrx8qys8Dht_vqVYtx8u7rt7N5Yt_Z3-EfRdzziJyN9U2Ls3mIqAyVUYYWQXnXHM&_nc_ohc=g-LNgXIu5KgQ7kNvwE0aBqL&_nc_gid=DBmWfFdpZ4sk4MRqiTXhGA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFVN8mokWGGFUA-UhEkQXVuAoicaV0B8Pf0HMQNxYKZ3A&oe=680BDBEB&_nc_sid=10d13b	✨✨soothing	haldirams	haldiramsnagpur	Summers	Summer2025	3603187260974968171	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18123311104442321	9643134539	https://instagram.fagc3-1.fna.fbcdn.net/v/t51.2885-19/487942145_566967845752714_4800411853054709693_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fagc3-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QFqrx8qys8Dht_vqVYtx8u7rt7N5Yt_Z3-EfRdzziJyN9U2Ls3mIqAyVUYYWQXnXHM&_nc_ohc=e7mI0CW5b-kQ7kNvwE596Z2&_nc_gid=DBmWfFdpZ4sk4MRqiTXhGA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEKdOdIQWyrrC3Z69I2fEL0Fj4NN4OuiPxPyeog_1eMAA&oe=680BAD9C&_nc_sid=10d13b	arch__naah	haldirams_nagpur	9416305351815739	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-04-04T09:22:57.000Z
Photo by Haldiram’s Nagpur in India. May be an image of 2 people, poster, temple and text that says 'Haldiram's TASTE TASTEOFTRADITION OF TRADITION Har mann mein hain jinka naam Raghupati Raghav Raja Ram #RamNavami'.	"Maryada, mithas aur prem ka naam - Shree Ram
 .
 .
 .
 #haldirams #haldiramsnagpur #ramnavmi"	3	1349	1080	https://instagram.fcha1-1.fna.fbcdn.net/v/t51.2885-15/489180624_18496516780015444_6508171673821953294_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fcha1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHEI-UOLRB02xFDy7nxniD8nHQgFpTEcvVLb9Zay_bYIwyH4HJavxrYzFGrnEFkAOA&_nc_ohc=la05XeyHj2EQ7kNvwFUF6ld&_nc_gid=xyLsWd7vLjbgm-zWaJkYpg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfG-ZSWrKAO2pYupCqoaBzhDf1CCXHidFerJSRThtyQD0Q&oe=680BBEFC&_nc_sid=10d13b	Happy Ram Navami	haldiramsnagpur	ramnavmi			3604472661684322570	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18037953320544525	1781387804	https://instagram.fcha1-1.fna.fbcdn.net/v/t51.2885-19/461793139_573914698390090_1369853780546061423_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fcha1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QHEI-UOLRB02xFDy7nxniD8nHQgFpTEcvVLb9Zay_bYIwyH4HJavxrYzFGrnEFkAOA&_nc_ohc=y2yk08e1zKoQ7kNvwFmvuAj&_nc_gid=xyLsWd7vLjbgm-zWaJkYpg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEJuMtzDs2Jwu8mWdirnbwGGC2wFsqQsvcpV91IaSf2Lw&oe=680BB089&_nc_sid=10d13b	rameshjbhojwani			haldirams_nagpur	1460559443		109524955741121	India	2025-04-06T02:30:00.000Z
Photo by Haldiram’s Nagpur on April 08, 2025. May be an image of poster and text.	"Aapki har khushi mein present since 1937 ❤️
 .
 .
 .
 #haldirams #haldiramsnagpur #haldiramsweets #haldiramssnacks #haldiramsnamkeen"	4	1350	1080	https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/488596201_18497143504015444_2188878341895358834_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFh-zDOxjM4GwN_4zAk2gvsb8gctGHLy8CR08oOjOUOAMtLNiLviVNQrBrEAvS5xzM&_nc_ohc=87vYUN98aPEQ7kNvwEqTCkd&_nc_gid=aZXmapBDnnx42pWqGSSnCg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEOX5WvOFhw88AcK_bxlT-b_UAaoU7md52D2AeHNzT57w&oe=680BC519&_nc_sid=10d13b	Do you deliver to USA?	haldiramsnagpur	haldiramsweets	haldiramssnacks	haldiramsnamkeen	3606297517989785039	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18030576341354866	11609730348	https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/454227302_1235278601173349_192048362598081426_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFh-zDOxjM4GwN_4zAk2gvsb8gctGHLy8CR08oOjOUOAMtLNiLviVNQrBrEAvS5xzM&_nc_ohc=WdmpUhyv3rUQ7kNvwE9162s&_nc_gid=aZXmapBDnnx42pWqGSSnCg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGsF0QKEyjDnxGh2qd9L7_ANKOG7PvOyGx1EuJUcWxOsw&oe=680BD162&_nc_sid=10d13b	monica.sikka			haldirams_nagpur	1460559443		109524955741121	India	2025-04-08T14:56:26.000Z
	"Chale Sakhi?
 .
 .
 .
 .
 #haldirams #haldiramsnagpur #Summers #Summer2025"	3	1920	1080	https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/487813745_18496053025015444_3556947270958055492_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QF9uKgW6N0nxTrhD_XpQ8JoxLbO72vvgFd025mOl_BoRGRUzm5QoClLcfAAK_CuAAU&_nc_ohc=-D98iqGyV8kQ7kNvwEu2KWr&_nc_gid=SGJDYXCchKLQFp0BxenaRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHcG-DQ_RhSpD8M9YhlPjWavSAlR0YygHT8aGlmMHEAfQ&oe=680BD81A&_nc_sid=10d13b	❤️	haldiramsnagpur	Summers	Summer2025		3602632867326590833	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18046468463341188	3869647690	https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/475589676_9348001058576156_3490181673711661366_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QF9uKgW6N0nxTrhD_XpQ8JoxLbO72vvgFd025mOl_BoRGRUzm5QoClLcfAAK_CuAAU&_nc_ohc=VAldP1CeV4sQ7kNvwEnHq0R&_nc_gid=SGJDYXCchKLQFp0BxenaRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfE0xgE8L_-Fvs2-WLc6lEaO7kv9u96tp_JG2iiB5Bl2yg&oe=680BC6E8&_nc_sid=10d13b	paridhijain01	haldirams_nagpur	1705645280065048	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-04-03T13:37:48.000Z
Photo by Haldiram’s Nagpur on April 10, 2025. May be a graphic of poster, card and text that says '特 Haldiram's FASTE TASTEOFTRADITION OF TRADITION Y/B 2 VY Funny DMs that we get >'.	"Texts jo DMs mein aate hain, samajh mein nahi 
 .
 .
 .
 #Haldirams #HaldiramsNagpur #FunnyDms"	0	1350	1080	https://scontent-mia3-1.cdninstagram.com/v/t51.2885-15/489929734_18497740846015444_1961762932920734474_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFVlFrmjNu2zpsnluKe9v_DUjcLLNRYamRmp9nIgOedUyhj4uifXKkwFtReOw1qNyqDmeBIjHG9L27ZhezKuItI&_nc_ohc=c6UyVtDEZN4Q7kNvwFiMuNy&_nc_gid=RMB718vCk6HXtAqxeAgjHw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGahKH1P08ELjZPxorWppfmQJXtKwzIFC4EOc6sE-Jpbg&oe=680BC498&_nc_sid=10d13b		HaldiramsNagpur	FunnyDms			3607726696710871533	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE							haldirams_nagpur	1460559443		109524955741121	India	2025-04-10T14:15:58.000Z
	"Dream date for Marwaris
 .
 .
 .
 .
 #haldirams #haldiramsnagpur #Marwari #Bhujia #AIReels #AIFoodReels"	5	1136	640	https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-15/488210455_632497039695561_1777022078459474024_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFnR7phoLCasKzKPB_MPM4w6lzCPZWx1a2ulX_2w4c6KdnngOfcXvDED-4nVVeK1RA&_nc_ohc=sipwy6EnJjMQ7kNvwGVk3lZ&_nc_gid=bZ-o5HxDylar9LVAv3ol_g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHHyPo29xfQWXftiO5KR3LYJF-_Q6PK-b84B1UvsbdcCQ&oe=680BD65E&_nc_sid=10d13b		haldiramsnagpur	Marwari	Bhujia	AIReels	3601901876643506362	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18504193342020132	51095019843	https://instagram.fcai19-7.fna.fbcdn.net/v/t51.2885-19/433241596_1428374204736484_8165583866847516569_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fcai19-7.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFnR7phoLCasKzKPB_MPM4w6lzCPZWx1a2ulX_2w4c6KdnngOfcXvDED-4nVVeK1RA&_nc_ohc=_gZDWA0xV58Q7kNvwH9kSit&_nc_gid=bZ-o5HxDylar9LVAv3ol_g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHHeLDNiOIGsyRJbTNL7SMM6-jzfa88-Wi6pFbVjrnWPQ&oe=680BD0C8&_nc_sid=10d13b	_onobites	haldirams_nagpur	1056567039647152	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-04-02T13:25:17.000Z
Photo by Haldiram’s Nagpur on March 31, 2025. May be an image of wafer, condiment, poster and text that says 'Haldiram's TAST TNADITION Gochujang bhujia? We Gochu! BHUJIA ira Haldiram's ෙ'.	"Bade pyaar se banaya…
 .
 .
 April’s fool 
 
 #haldirams #haldiramsnagpur #aprilfoolsday #aprilfools #aprilfoolsprank"	14	1350	1080	https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/487430905_18495550327015444_4849622026123795543_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QF7NB9Zp03L2aGXnAwdboV3_krWDhrbt319zVIwkapWKlXNT1hi2aepHiWmHmbz9C8&_nc_ohc=0MfHOtQAlE4Q7kNvwGl04fV&_nc_gid=F1ek6Z_AF4lw8SyeDnjG4A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfEeTwXgIV0ovwgSkgtXUycnTfqQ1i-8KSnKcozhZSj2og&oe=680BCE63&_nc_sid=10d13b	Kya majboori thi haldiram	haldiramsnagpur	aprilfoolsday	aprilfools	aprilfoolsprank	3600872521896826503	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18304868245208511	1219486272	https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/334625323_148166407849768_13376880968769868_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QF7NB9Zp03L2aGXnAwdboV3_krWDhrbt319zVIwkapWKlXNT1hi2aepHiWmHmbz9C8&_nc_ohc=ESdAHXIJwg8Q7kNvwGhVMVO&_nc_gid=F1ek6Z_AF4lw8SyeDnjG4A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHn9Ccd2WBwnPTy_4tctpNSDpf9IV3uQRfKArJ8vLR3MQ&oe=680BD83B&_nc_sid=10d13b	premdoshi			haldirams_nagpur	1460559443		109524955741121	India	2025-04-01T03:17:56.000Z
	"Eid mein dil bhi mubarak ho!
 .
 .
 .
 .
 #haldirams #haldiramsnagpur #Eid"	4	1136	640	https://instagram.fbhx1-1.fna.fbcdn.net/v/t51.2885-15/487716498_1189456389544038_6114111152524132806_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fbhx1-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QF4GpHJQMoDDrBQUG-GdjOwhBpPkJaVRSp3GjRHLdEQ120a4QDpFgqbjF6rm08Em9c&_nc_ohc=u5i8rG5UOb0Q7kNvwEItGUR&_nc_gid=7z_-ogko8nq3hhSIWg7ukA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfElSexz66v2DobGhY1t-EpnObUR0zDLRDZt23hfxBi4WA&oe=680BBF1A&_nc_sid=10d13b	जाटू वाले empolyee का सैलरी खा कर यहां अपने बाप ईद बाट रहा है	haldiramsnagpur	Eid			3600163273278136034	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18343896937157405	71903210886	https://instagram.fbhx1-1.fna.fbcdn.net/v/t51.2885-19/474592277_997452658909430_4780779446531259587_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbhx1-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QF4GpHJQMoDDrBQUG-GdjOwhBpPkJaVRSp3GjRHLdEQ120a4QDpFgqbjF6rm08Em9c&_nc_ohc=2rYzyA-oc5wQ7kNvwFYTR9n&_nc_gid=7z_-ogko8nq3hhSIWg7ukA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGRZMfkfiXNNVkCfXn_7GtMjGY_1s9K08OSycjnTzKlYw&oe=680BAD8A&_nc_sid=10d13b	bilbul519	haldirams_nagpur	977266697921382	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-03-31T03:49:02.000Z
Photo by Haldiram’s Nagpur in India. May be an image of 4 people, vegetable and text that says 'Haldiram's ASTE TRADITION aHo မသသယေ Joy of a new start fills your heart! #HappyUgadi'.	"Masti, Mithaas, Muskan bhari Ugadi Mubarak ho!
 .
 .
 .
 .
 .
 #haldirams #haldiramsnagpur #Ugadi"	1	1349	1080	https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/487371917_18495010066015444_7582779014511962233_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEsmMwRMwZTvn9zN12cMaDhYF42se6A41YVG7hpAbaCGNULkNmjlPPuvzNFlR_-kcg&_nc_ohc=6jCkI3Df4r4Q7kNvwG4vgjs&_nc_gid=5v04LEghKRJ5t6lz-YXqNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfGlsZOvieDjKrxC7hzqvwwziO6Q7XgV73Fc3NkJ8d_Vww&oe=680BBA23&_nc_sid=10d13b	testy	haldiramsnagpur	Ugadi			3599399038426476409	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18044257028134758	49299212848	https://scontent-atl3-1.cdninstagram.com/v/t51.2885-19/429331155_720107996587532_8841209748689106469_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEsmMwRMwZTvn9zN12cMaDhYF42se6A41YVG7hpAbaCGNULkNmjlPPuvzNFlR_-kcg&_nc_ohc=pYJPoNAxAT0Q7kNvwF2PzyY&_nc_gid=5v04LEghKRJ5t6lz-YXqNw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfHxCVKKEnVQSOmc37eArkgIVKDp4w6JIe7RP7iRvBsJrA&oe=680BBB8D&_nc_sid=10d13b	kamlesh_2385			haldirams_nagpur	1460559443		109524955741121	India	2025-03-30T02:30:00.000Z
Photo by Haldiram’s Nagpur in India. Puede ser una imagen de bebida y texto que dice "Haldiram's TASTE THADITION THADITIO Hakdiram's thanda funda kesar milk 20 MadeWithR Real Ine Ingreo A Orcalern JUSEA 税出き LWOURL".	"Beach ke beech mein Thunda Funda feels 
 .
 .
 .
 #haldirams #haldiramsnagpur #ThundaFunda #Summers #Summer2025"	3	1349	1080	https://instagram.fccs8-1.fna.fbcdn.net/v/t51.2885-15/486540729_18494248231015444_5094455714779713341_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fccs8-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGcmMj2Ojy3rJCXh7JeTrrg_Yn4a1WOFowWISSEXnThhx2RAmo8sBYpCzSKvvqPKCc&_nc_ohc=QSsuiFDC4E0Q7kNvwEF47jP&_nc_gid=KHtlW5XGTImwWqmPcBv01g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfE8BzlxpmR8VqTx7rwH1JTcjoXzxoR2UsjhJ5KXW2hpfA&oe=680BD3F4&_nc_sid=10d13b		haldiramsnagpur	ThundaFunda	Summers	Summer2025	3596632436070686605	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18051370679261144	70033119545	https://instagram.fccs8-1.fna.fbcdn.net/v/t51.2885-19/465766907_478186268598510_7058831786530051702_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fccs8-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGcmMj2Ojy3rJCXh7JeTrrg_Yn4a1WOFowWISSEXnThhx2RAmo8sBYpCzSKvvqPKCc&_nc_ohc=Ntshps8YtUwQ7kNvwED0ut1&_nc_gid=KHtlW5XGTImwWqmPcBv01g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfFfMQkjwHSin-wn3ozB4nkYTGILrsIDABufxeazvSd70w&oe=680BE155&_nc_sid=10d13b	flex_frame_mfg			haldirams_nagpur	1460559443		109524955741121	India	2025-03-26T06:53:39.000Z
	"Summers waali sweet memories
 
 Inspiration and original video style credit - @thegayukitchen 
 .
 .
 .
 #haldirams #haldiramsnagpur #trending #thegayukitchen"	9	1136	640	https://scontent-lhr6-2.cdninstagram.com/v/t51.2885-15/487125901_9476797685688964_3690179111526466952_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lhr6-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG9ii2AQkCAzJWaB2_FFpu7A6PZuFasyUTdWHX22IHISA_g4xNs4yCTSEPN_1-71Tc&_nc_ohc=fbdq9KZpFEYQ7kNvwEky5OK&_nc_gid=KC9oowK3iKk60kcQSBmibg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfH0nkDbA-qdqCB4YctXvt-vVtgHkxNb2dZ0wll3EuT6TQ&oe=680BB92C&_nc_sid=10d13b	गठिया जूसस है	haldiramsnagpur	trending	thegayukitchen		3598852165288085177	https://www.instagram.com/haldirams_nagpur?igsh=MWNpY3JtcXI1NG5zbQ==	FALSE	18123240436429373	71903210886	https://scontent-lhr6-1.cdninstagram.com/v/t51.2885-19/474592277_997452658909430_4780779446531259587_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lhr6-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QG9ii2AQkCAzJWaB2_FFpu7A6PZuFasyUTdWHX22IHISA_g4xNs4yCTSEPN_1-71Tc&_nc_ohc=2rYzyA-oc5wQ7kNvwFRMzog&_nc_gid=KC9oowK3iKk60kcQSBmibg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfG9dPSUt6IbyRbYwCqalfiAyzzbfcT3PSGpiwxOX1rQpQ&oe=680BAD8A&_nc_sid=10d13b	bilbul519	haldirams_nagpur	991601702999365	haldirams_nagpur	1460559443	clips	109524955741121	India	2025-03-29T08:28:01.000Z
