Date	Post Type	Content	Image	Like	Retweet	Reply
2025-01-25T14:50:45.000Z	image	"Gulabi thand mein desi ghee wala baadam halwa sabke liye #BadePyaarSeBanayaHai! 
 Aapne chakha?
 .
 .
 .
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/GiJZJafb0AESvs8?format=jpg&name=small	6		2
2025-01-23T14:50:58.000Z	video	"Apne bhai-bheno ko tag karo! Remind them it’s their turn to serve 😉
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/amplify_video_thumb/1882440640031494145/img/_TP6_DVfojYr5NHA.jpg	3		2
2025-01-22T14:20:06.000Z	image	"Taste jo ghar ki yaad dilaye 🏠
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/Gh51VrjWcAAsZAE?format=jpg&name=360x360,https://pbs.twimg.com/media/Gh51VrnWsAAsS9m?format=jpg&name=360x360,https://pbs.twimg.com/media/Gh51VrkXkAAMtAL?format=jpg&name=360x360,https://pbs.twimg.com/media/Gh51VrpXkAAfAmr?format=jpg&name=360x360	4		2
2025-01-21T13:55:45.000Z	video	"Manager ko complain kar sakte hai kya? 🤔
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/amplify_video_thumb/1881702152789508096/img/5OyyuuEZVR-YDo-9.jpg	1		
2025-01-17T11:48:40.000Z	image	"Aasman se keh do, India waalo ke liye #space banaye rakhein 🤭
 #ISRO ##SpaDex #Proud
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/GhfiwHvWQAAjIB7?format=jpg&name=small	1		1
2025-01-13T06:52:31.000Z	image	"Mungfli di khushbu te gur di mithaas,
 Lohri da tyohaar laaye khushiyan naal saath!
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp #lohri #lohri2025 #Sankranti"	https://pbs.twimg.com/media/GhJ4m3sWoAAav-G?format=jpg&name=small	5	1	2
2025-01-11T12:46:54.000Z	image	"Yaad hai bachpan ki khatti meethi Anardana goli? Bachpan ki yaad taaza karne ke liye #BadePyaarSeBanayaHai ❤
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/GhA2il8aQAABECm?format=jpg&name=small	6		1
2024-12-25T06:54:23.000Z	image	"Wish you warm moments, sweet memories! 
 
 Merry Christmas from Haldiram's 🎄 
 
 #haldirams #christmas #christmastree #christmascookies #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/GfoC00cW8AAuTTn?format=jpg&name=small			
2024-12-25T06:52:51.000Z	video	"Jingle bells ❌ dil mein baji guitar ✅
  
 #haldirams #christmas #christmastree #christmascookies #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/ext_tw_video_thumb/1871811274683580416/pu/img/KxwzGlj3Gs3HEHv7.jpg			
2024-12-23T13:52:08.000Z	image	"Jingle bells, jingle bells, jingles all the ways
 Santa clause bhi confused hai with weird wishes these days 🙃 
 
 #haldirams #christmas #christmastree #christmascookies #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #fyp"	https://pbs.twimg.com/media/GffPRBgWgAAGoje?format=jpg&name=360x360,https://pbs.twimg.com/media/GffPRDyW0AAqwgZ?format=jpg&name=360x360	1		1
2024-12-22T14:27:51.000Z	image	"Shaadi ke ladoo ka toh pata nahi, boondi ke ladoo hum bhijwa denge ✨🤌
 
 #haldirams #haldiramsnagpur #bhujia #laddu #shaadikeladdu #shaadiseason #weddingvibes #weddinginspiration #indianweddings #shaadiaesthetic #shaadimeunzarooraana #shaadiwaalaghar #haldi #mehendi #roka"	https://pbs.twimg.com/media/GfaN2sDaEAADkTa?format=jpg&name=360x360,https://pbs.twimg.com/media/GfaN2vdasAIYjyo?format=jpg&name=360x360	2		
2024-12-21T13:10:08.000Z	image	"Inki love story ki sweet beginning aur happy ending - dono ho gayi. Aapki foodie love story kya hai? 
 Share in the comments!
 
 #haldirams #haldiramsnagpur #bhujia #laddu #shaadikeladdu #shaadiseason #weddingvibes #weddinginspiration #indianweddings #shaadiaesthetic"	https://pbs.twimg.com/media/GfUydt0WQAAUxh8?format=jpg&name=360x360,https://pbs.twimg.com/media/GfUydw_WcAA8WHF?format=jpg&name=360x360,https://pbs.twimg.com/media/GfUydtzWQAA-Ynh?format=jpg&name=360x360,https://pbs.twimg.com/media/GfUydxAWAAAK_yc?format=jpg&name=360x360			
2024-12-20T13:16:16.000Z	video	"Foodie hai yeh baaraat. Haldiram’s ke ghar ki shaadi mein aayein le haathon mein haath. ❤️
 
 Jeevan saathi - #ShaadiWaaleGhar aur foodie man ki partyyy.
 
 #haldirams #haldiramsnagpur #bhujia #laddu #shaadikeladdu #shaadiseason #weddingvibes #weddinginspiration #indianweddings"		3		2
2024-12-19T12:51:15.000Z	image	"Hamare liye sabse precious shagun aapki mithaas bhari smile hai 😊
 
 #haldirams #haldiramsnagpur #bhujia #laddu #shaadikeladdu #shaadiseason #weddingvibes #weddinginspiration #indianweddings #shaadiaesthetic #shaadimeunzarooraana #shaadiwaalaghar #haldi #mehendi #roka #sangeet"	https://pbs.twimg.com/media/GfKa9s5WcAA7w3-?format=jpg&name=360x360,https://pbs.twimg.com/media/GfKa96NXoAA0_JT?format=jpg&name=360x360	2		2
2024-12-16T13:16:28.000Z	image	"Foodie hai yeh baaraat. Haldiram’s ke ghar ki shaadi mein aayein, le haathon mein haath. ❤️
 
 Jeevan saathi - #ShaadiWaaleGhar aur foodie man ki partyyy.
 
 #haldirams #haldiramsnagpur #bhujia #laddu #shaadikeladdu #shaadiseason #weddingvibes #weddinginspiration #indianweddings"	https://pbs.twimg.com/media/Ge7D999X0AAnLoy?format=jpg&name=small	1		
2024-12-02T15:13:49.000Z	video	"Office mein toh mithaai bat gayi hai. Aapne khaayi ya nahi?
 
 Haldiram’s ke #ShaadiWaaleGhar me sabko aana hai. 
 
 #haldirams #haldiramsnagpur #shaadikeladdu #shaadiseason #shaadiwaalaghar #ShaadiMatlabHaldirams"	https://pbs.twimg.com/ext_tw_video_thumb/1863602433785823232/pu/img/h7byrkNYecyo7121.jpg	3	1	1
2024-12-01T15:34:28.000Z	image	"Rasmon ki taiyaari hai, mithaaiyon ki baari hai
 
 Haldiram’s ke #ShaadiWaaleGhar coming soon…
 
 #Haldirams #shaadiwaaleghar #shaadiseason #Haldiramsnagpur"	https://pbs.twimg.com/media/GduTptAWcAAYog8?format=jpg&name=small			
2024-11-29T14:05:16.000Z	image	"You know winter is here when tiffin mein papad ki jagah Murukku aur Bhakarwadi pack hone lagte hain because mummy bhi aaj late uthe the. 
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #WinterAhead #fyp"	https://pbs.twimg.com/media/GdjsGgAXQAAQ38L?format=jpg&name=360x360,https://pbs.twimg.com/media/GdjsGkmW8AAagO4?format=jpg&name=360x360,https://pbs.twimg.com/media/GdjsGx7XwAAJ-fZ?format=jpg&name=360x360,https://pbs.twimg.com/media/GdjsHSBWQAA3Pyy?format=jpg&name=360x360	2		
2024-11-28T13:58:47.000Z	image	"Aaj ka motivation: Be like Boondi ke ladoo.
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #boondiladoo #boondikaladoo #fyp"	https://pbs.twimg.com/media/GdehCjGXYAAQj-z?format=jpg&name=small	2		1
2024-11-28T05:46:55.000Z	image	"There's love and then there's Kachori LOVE 💕. Tag that BIGGEST KACHORI LOVER.
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #kachori #kachorichaat #kachorirecipe #fyp"	https://pbs.twimg.com/media/Gdcwb5pWgAAzeo7?format=jpg&name=360x360,https://pbs.twimg.com/media/GdcwdLRXgAALAxV?format=jpg&name=360x360			
2024-11-22T13:29:44.000Z	video	"Thakaan ho ya stress ka vaar, Haldiram's Buttermilk hai aapke har mood ke liye taiyaar!
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #matkajhatka #buttermilk #buttermilklovers #chaas #fyp"	https://pbs.twimg.com/ext_tw_video_thumb/1859952358198853632/pu/img/Cc-yze2aa5oxnuT2.jpg	3		1
2024-11-20T14:39:17.000Z	image	"Kaju Rolls #BadePyaarSeBanayaHai iss winter season ke liye!
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #kajurolls #fyp"	https://pbs.twimg.com/media/Gc1dlvRWUAAnxDv?format=jpg&name=small	3		1
2024-11-19T14:15:06.000Z	video	"Tum bas bataao kyaa chahiye, sab ready hai aap ke liye 
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #kachori #milkcake #bananachips #tastynuts #fyp"	https://pbs.twimg.com/ext_tw_video_thumb/1858876470845706240/pu/img/tSnZ8VyYAYk-d2ES.jpg			
2024-10-04T06:54:31.000Z	image	"Second day of fun ke liye ready? Aaj aap prashad mai kya leke jaa rahe ho? 
 
 #Haldirams #navratri #navratrispecial #navratri2024 #Kajukatli"	https://pbs.twimg.com/media/GZBwfSNW4AAelKC?format=jpg&name=small	4		1
2024-10-04T06:54:01.000Z	image	"Laddo banto, khushiyan manao! Vo din finally aa gaya jiska hume last dussehra se intezar tha!
 
 A very happy Navratri, everyone! 🌼
 
 #Haldirams #navratri #navratrispecial #navratri2024"	https://pbs.twimg.com/media/GZBwX-cWIAAJ8Zc?format=jpg&name=small	7		2
2024-09-29T14:31:24.000Z	image	"Tell us in the comments 😎
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams, Gulab Jamun, Bhujia, popcorn, salted popcorn, butter popcorn]"	https://pbs.twimg.com/media/GYppHEvXoAAZ6-H?format=jpg&name=small	5	1	8
2024-09-27T14:48:38.000Z	video	"Pocket sized Bhujia packets, har jagah le jaao, kya pataa kahan jaroorat pad jaaye! 
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #snacksmatlabhaldirams"	https://pbs.twimg.com/ext_tw_video_thumb/1839678509674885121/pu/img/b29Bqq-QGA0WKi3p.jpg	2		4
2024-09-26T13:41:05.000Z	image	"Chai mein duboke, ya coffee ke saath, Haldiram's cookies khao har beverage ke saath, Kyunki #BadePyaarSeBanayaHai
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts"	https://pbs.twimg.com/media/GYaA0f-aMAMASnj?format=jpg&name=small	4		1
2024-09-25T13:44:19.000Z	image	"Bas aise hi ek ek karke saare snacks kab khatam ho jaate hai, samaj hi nahi aata! 
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams]"	https://pbs.twimg.com/media/GYU3-asXUAAYXm-?format=jpg&name=small	3		2
2024-09-25T13:43:07.000Z	video	"Khaane ke baad dessert toh banta hain na? ☺️
 
 #haldirams #haldiramsnagpur #bhujia #saltedpopcorn #chiwda #soyasticks #gulabjamun #ladoo #cookies #tastynuts #kajukatli
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams, Gulab Jamun, Bhujia, kaju katli]"	https://pbs.twimg.com/ext_tw_video_thumb/1838937244087820288/pu/img/pmwV4QqHe8uAXkD9.jpg	4		1
2024-09-24T06:15:13.000Z	text	"Concert tickets book nahi ho paaye?
 
 Koi baat nahi! 
 
 Now you have an extra budget for snacks 😋 
 
 #coldplay #coldplayconcert #concerttickets #coldplaytickets #haldiramsfood #Haldirams #haldiramsnagpur #HaldiramLove"		2		2
2024-08-28T14:24:20.000Z	video	"Bappa jald hi aa rahe hai, sabke vighna harne, aur modak khane ke liye!
 
 #GaneshaChaturthi #Modak #Ladoo #MotichoorLadoo #Haldirams #HaldiramsNagpur
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams, Ganesha puja, Besan ladoo, Coconut ladoo, Modak]"	https://pbs.twimg.com/ext_tw_video_thumb/1828800754435379201/pu/img/G-7e6UHAjF0oQfTS.jpg	32	5	3
2024-08-27T14:22:03.000Z	image	"Har dessert ki shaan badhaye, Haldiram's Gulab Jamun. Kyunki, #badepyaarsebanayahai
 
 #haldirams #haldiramsnagpur #gulabjamun #gulabjamuncheesecake
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams, Gulab Jamun, Gulab Jamun Cheesecake, Gulab Jamun Cake]"	https://pbs.twimg.com/media/GV_qgJoWgAAjOPD?format=jpg&name=small	15	1	
2024-08-26T14:32:02.000Z	video	"Tag the first person jo khaane se zyada snacks khaata hai 😂
 
 #haldiramsfood #haldirams #haldiramsnagpur #snacksmatlabhaldirams
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food]"	https://pbs.twimg.com/ext_tw_video_thumb/1828077934315208704/pu/img/embGeMBaGU8S6ylj.jpg	12	1	2
2024-08-25T13:06:34.000Z	video	"Kya aap bhi dal chawal ke saath Aloo Bhujia khaate ho?
 
 #dalchawal #haldirams #haldiramsnagpur #bhujia
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Haldirams]"	https://pbs.twimg.com/ext_tw_video_thumb/1827694034405474304/pu/img/jJHLlNop-rXlN9O4.jpg	10	1	
2024-08-22T14:12:20.000Z	text	"Nobody will remember:
 - Your Salary
 - How ‘’busy you were
 - How many hours you worked
 
 People will remember:
 
 - Birthday ke din Gulab Jamun khilata tha"		5	1	
2024-08-17T14:37:34.000Z	text	"Strengthen your bond with Rakhi ki rasmein and Haldiram’s ki mithaiyan 🤗
 
 #HaldiramsRakhi #RakhiWithHaldirams #SweetestRakhiEver #BhaiBehenLove #RakshaBandhan
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Rakhi, Raksha Bandhan, Rakhi Special, Sibling Bond]"		8	2	2
2024-08-14T14:25:06.000Z	text	"Saal bhar ladaiyan chahe jitni bhi ho,
 Haldiram's se sab aate hain close!
 
 #haldirams #haldiramsnagpur #rakhi #rakshabandhan"		7		2
2024-08-12T14:01:07.000Z	text	"Iss baar sirf Soan Cake hogi mithai me, kyunki #badepyaarsebanayahai sirf iss tyohar ke liye 🤗
 
 #haldirams #haldiramsnagpur #rakhi #RakshaBandhan
 
 [Khushiyan Ho Toh Haldirams, Haldirams Nagpur, Haldirams food, Rakhi, Raksha Bandhan, Soan Cake, Soan Papdi, Rakhi Special]"		4		1
2023-11-30T14:10:00.000Z	video	"We went around asking folks about the absolute best things at Haldiram's! Jump into the chat and spill the beans on your favorites below!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood #happiness #snacks #haldiramsweets #voxpop #favourite"	https://pbs.twimg.com/ext_tw_video_thumb/1730201502105694208/pu/img/7f6qlS2jRO9XvD4L.jpg	6	1	5
2023-11-30T12:00:03.000Z	image	"From the creamy embrace of Rabdi to the sugary swirls of Jalebi – this is a love story your taste buds won't forget!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsnamkeen #snacks #haldiramsfood #haldiramsweets #happiness"	https://pbs.twimg.com/media/GALh58cbsAAUmh_?format=jpg&name=small	10	3	3
2023-11-29T06:49:40.000Z	text	"We're sorry to hear about your recent experience with Haldiram's. Please share more details about your concern, and we'll work diligently to resolve it. You can reach us at customercare@haldiram.com/8588844017
 
 Your feedback is important and we're committed to making things right"				1
2023-11-28T14:14:00.000Z	image	"Jump into the delicious world of Haldiram's snacks. It's a winning combination!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #snacks #haldiramsfood #haldiramsnamkeen #haldiramsweets #soyastick"	https://pbs.twimg.com/media/GABZ9tUaUAA7cI5?format=jpg&name=small	4	1	
2023-11-28T12:39:18.000Z	text	"Thank you for your positive feedback! We're delighted to hear that you enjoyed our products and service.
 
 Your support means a lot to us. We look forward to serving you again soon."				
2023-11-28T12:37:17.000Z	text	"Thank you for your positive feedback! We're delighted to hear that you enjoyed our products and service.
 
 Your support means a lot to us. We look forward to serving you again soon."		1		
2023-11-25T14:41:00.000Z	image	"Your board game piece may or may not reach home, but our snacks definitely will!
 
 #HaldiramsNagpur #haldiramsnacks #Haldirams #MyHaldiramsMoment #haldiramsweets #haldiramsfood #Ludo #lemonbhel #aloobhujia #soyasticks #faralichiwda #snacks #haldiramsnamkeen"	https://pbs.twimg.com/media/F_yKV8nbwAAIJDY?format=jpg&name=small	4	1	3
2023-11-24T15:10:00.000Z	video	"No matter the occasion, we are always stocked with Haldiram’s!
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood #aloobhujia #haldiramsweets"	https://pbs.twimg.com/ext_tw_video_thumb/1728036106078507008/pu/img/u4t6jVQpy2RI9csj.jpg	6	1	
2023-11-23T13:11:15.000Z	image	"Satisfy your appetite for fun with our food items crossword – a flavourful fusion of fun and feast!
 Happy solving.
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood #punefood #punefoodie #crossword #crosswordpuzzle #CrosswordChallenge"	https://pbs.twimg.com/media/F_nwM1PawAAU3uF?format=jpg&name=small	3	1	1
2023-11-22T03:30:00.000Z	image	"Get ready for a delicious journey! Haldiram's is pulling into Pune Station with its first-ever train-themed restaurant. So what are you waiting for? Hop the flavour express now!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood #TrainBogie"	https://pbs.twimg.com/media/F_dVc8sasAAXk7H?format=jpg&name=small	6		1
2023-11-21T07:12:14.000Z	image	"On World Television Day celebrate with your favourite shows and a side of snacks, a perfect duo for relaxation and enjoyment.
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #nagpur #haldiramsweets #haldiramsfood #worldtvday #worldtelevisionday #aloobhujia"	https://pbs.twimg.com/media/F_cK85ZaQAA0UXf?format=jpg&name=small	4	1	4
2023-11-07T10:54:21.000Z	video	"Let the bond of brothers shine as
 bright as the lanterns with Haldiram's this Diwali!
 
 #HaldiramsNagpur #haldiramsnacks #Haldirams
 #MyHaldiramsMoment #healthytreats #diwalispecial
 #diwali #festive #festivetime #familytime #kajukatli"	https://pbs.twimg.com/ext_tw_video_thumb/1721842479467843584/pu/img/0YWKdTODJVIpT38W.jpg	2		1
2023-11-06T12:10:09.000Z	image	"Virat giving us 49 reasons to smile and celebrate!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood #viratfans #viratkohli #cricket #worldcup #WorldCup23 #TeamIndia"	https://pbs.twimg.com/media/F-P_UDZbsAAwhpM?format=jpg&name=small	2		
2023-11-04T14:05:39.000Z	video	"This diwali Haldiram's is here for your festive shopping to snacking.
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #haldiramsfood"	https://pbs.twimg.com/ext_tw_video_thumb/1720802971813126145/pu/img/yfjZwqoEzwCheo4G.jpg	4	1	2
2023-10-30T11:38:14.000Z	text	"We're sorry to hear about your recent experience with Haldiram. Please share more details about your concern, and we'll work diligently to resolve it. You can reach us at support@haldirams.com
 
 Your feedback is important, and we're committed to making things right."				
2023-10-30T11:37:37.000Z	text	Thank you for reaching out. We appreciate your engagement. If you have any questions or feedback related to Haldiram's products or services, please feel free to ask, and we'd be happy to assist you.				
2023-10-28T11:12:22.000Z	text	"For any queries and questions please drop a mail to support@haldirams.com or call us on +917122779451.
 Web Link: 
 .
 #haldirams #festival"		2	2	1
2023-10-27T10:23:06.000Z	text	We appreciate your feedback. To better assist you, could you please provide more details about your experience or concern? We are committed to addressing and resolving any issues. Please feel free to share more information, and we'll work to make things right.				1
2023-10-26T16:34:59.000Z	text	"Give your taste buds a swirl of flavours with cranberry infused chaat! Savour the cranberry delights at Haldiram’s!
 
 
 
 #Haldirams #HaldiramsNagpur #USCranberriesIndia #Cranberries #Chaat #haldiramsfood"		6		
2023-10-26T09:26:37.000Z	text	"We're sorry to hear about your recent experience with Haldiram's. Please share more details about your concern, and we'll work diligently to resolve it. You can reach us at customercare@haldirams.com
 
 Your feedback is important, and we're committed to making things right."				1
2023-10-25T15:17:55.000Z	text	"We're sorry to hear about your recent experience with Haldiram's. Please share more details about your concern, and we'll work diligently to resolve it. You can reach us at customer.relations@haldirams.com 
 
 Your feedback is important, and we're committed to making things right."				1
2023-10-25T15:14:15.000Z	text	"We're sorry to hear about your recent experience with Haldiram's. Please share more details about your concern, and we'll work diligently to resolve it. You can reach us at customer.relations@haldirams.com
 
 Your feedback is important, and we're committed to making things right."				1
2023-10-14T11:08:22.000Z	video	"The battlefield is set, and so are we!
 Get ready for an epic clash as
 India faces Pakistan in the World Cup. Haldiram's is painted in blue to cheer for Team India. Let's create unforgettable memories today!
 #INDvsPAK #CricketMania #HaldiramsCheer"","",https://pbs.twimg.com/ext_tw_video_thumb/1713148052427427840/pu/img/djU2eI0SHMpUF2FY.jpg"""		1		
2023-10-12T15:30:00.000Z	video	"From nuts to sweets in a snap! Haldiram’s Kaju Katli is the flavour of all seasons!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #myhaldiramsmoment #snacks"	https://pbs.twimg.com/ext_tw_video_thumb/1712448418713333763/pu/img/jQmArW_cbMnYZcAX.jpg	2		1
2023-10-10T05:00:00.000Z	image	"A real breakfast lover would know the difference in a heartbeat!
 
 #HaldiramsNagpur #haldiramsnacks #MyHaldiramsMoment #Haldirams #snacks #nagpur #myhaldiramsmoment #aloobhuji #aloobhujia #aloobhujiya #breakfast #poha #pohalover"	https://pbs.twimg.com/media/F8AEnELaIAA2udI?format=jpg&name=360x360,https://pbs.twimg.com/media/F8AEokObkAAIklT?format=jpg&name=360x360	2		1
2023-10-06T10:08:28.000Z	text	Thank you for sharing your feedback. We appreciate your input and will certainly take it into consideration. Our aim is to continually improve our offerings to provide the best value for our customers. Your input is valuable in helping us make necessary adjustments.				
